"location","date","total_cases","total_deaths","deathpercentage"
"North America","9/7/21","48101496","1006531","2.092514960449463"
"North America","9/6/21","48101496","1006531","2.092514960449463"
"North America","9/12/21","49357874","1025500","2.077682681389397"
"North America","9/18/21","49357874","1025500","2.077682681389397"
"North America","9/17/21","49357874","1025500","2.077682681389397"
"North America","9/16/21","49357874","1025500","2.077682681389397"
"North America","9/15/21","49357874","1025500","2.077682681389397"
"North America","9/14/21","49357874","1025500","2.077682681389397"
"North America","9/13/21","49357874","1025500","2.077682681389397"
"North America","9/19/21","50604279","1045056","2.0651534230929367"
"North America","9/25/21","50604279","1045056","2.0651534230929367"
"North America","9/24/21","50604279","1045056","2.0651534230929367"
"North America","9/23/21","50604279","1045056","2.0651534230929367"
"North America","9/22/21","50604279","1045056","2.0651534230929367"
"North America","9/21/21","50604279","1045056","2.0651534230929367"
"North America","9/20/21","50604279","1045056","2.0651534230929367"
"North America","9/26/21","51664587","1063739","2.058932552775463"
"North America","9/27/21","51664587","1063739","2.058932552775463"
"North America","9/28/21","51664587","1063739","2.058932552775463"
"North America","9/29/21","51664587","1063739","2.058932552775463"
"North America","9/30/21","51664587","1063739","2.058932552775463"
"North America","10/1/21","51664587","1063739","2.058932552775463"
"North America","10/2/21","51664587","1063739","2.058932552775463"
"North America","10/27/21","54695990","1125463","2.057670041258966"
"North America","10/25/21","54695990","1125463","2.057670041258966"
"North America","10/24/21","54695990","1125463","2.057670041258966"
"North America","10/30/21","54695990","1125463","2.057670041258966"
"North America","10/29/21","54695990","1125463","2.057670041258966"
"North America","10/28/21","54695990","1125463","2.057670041258966"
"North America","10/26/21","54695990","1125463","2.057670041258966"
"North America","10/7/21","52587831","1081577","2.0567058565317136"
"North America","10/3/21","52587831","1081577","2.0567058565317136"
"North America","10/4/21","52587831","1081577","2.0567058565317136"
"North America","10/5/21","52587831","1081577","2.0567058565317136"
"North America","10/6/21","52587831","1081577","2.0567058565317136"
"North America","10/8/21","52587831","1081577","2.0567058565317136"
"North America","10/9/21","52587831","1081577","2.0567058565317136"
"North America","11/2/21","55299811","1136911","2.05590395236613"
"North America","11/3/21","55299811","1136911","2.05590395236613"
"North America","11/4/21","55299811","1136911","2.05590395236613"
"North America","11/5/21","55299811","1136911","2.05590395236613"
"North America","11/6/21","55299811","1136911","2.05590395236613"
"North America","10/31/21","55299811","1136911","2.05590395236613"
"North America","11/1/21","55299811","1136911","2.05590395236613"
"North America","10/10/21","53406954","1097304","2.054608843634857"
"North America","10/11/21","53406954","1097304","2.054608843634857"
"North America","10/12/21","53406954","1097304","2.054608843634857"
"North America","10/13/21","53406954","1097304","2.054608843634857"
"North America","10/14/21","53406954","1097304","2.054608843634857"
"North America","10/15/21","53406954","1097304","2.054608843634857"
"North America","10/16/21","53406954","1097304","2.054608843634857"
"North America","10/18/21","54098242","1111375","2.054364354390666"
"North America","10/19/21","54098242","1111375","2.054364354390666"
"North America","10/17/21","54098242","1111375","2.054364354390666"
"North America","10/20/21","54098242","1111375","2.054364354390666"
"North America","10/21/21","54098242","1111375","2.054364354390666"
"North America","10/23/21","54098242","1111375","2.054364354390666"
"North America","10/22/21","54098242","1111375","2.054364354390666"
"North America","11/8/21","55875575","1146542","2.05195561745897"
"North America","11/10/21","55875575","1146542","2.05195561745897"
"North America","11/11/21","55875575","1146542","2.05195561745897"
"North America","11/12/21","55875575","1146542","2.05195561745897"
"North America","11/13/21","55875575","1146542","2.05195561745897"
"North America","11/7/21","55875575","1146542","2.05195561745897"
"North America","11/9/21","55875575","1146542","2.05195561745897"
"North America","11/15/21","56500063","1155971","2.045964090340926"
"North America","11/14/21","56500063","1155971","2.045964090340926"
"North America","11/16/21","56500063","1155971","2.045964090340926"
"North America","11/17/21","56500063","1155971","2.045964090340926"
"North America","11/18/21","56500063","1155971","2.045964090340926"
"North America","11/19/21","56500063","1155971","2.045964090340926"
"North America","11/20/21","56500063","1155971","2.045964090340926"
"North America","11/21/21","57240487","1167924","2.040380963215774"
"North America","11/22/21","57240487","1167924","2.040380963215774"
"North America","11/23/21","57240487","1167924","2.040380963215774"
"North America","11/24/21","57240487","1167924","2.040380963215774"
"North America","11/25/21","57240487","1167924","2.040380963215774"
"North America","11/26/21","57240487","1167924","2.040380963215774"
"North America","11/27/21","57240487","1167924","2.040380963215774"
"North America","11/28/21","57895745","1175106","2.0296932011152116"
"North America","11/29/21","57895745","1175106","2.0296932011152116"
"North America","11/30/21","57895745","1175106","2.0296932011152116"
"North America","12/1/21","57895745","1175106","2.0296932011152116"
"North America","12/2/21","57895745","1175106","2.0296932011152116"
"North America","12/3/21","57895745","1175106","2.0296932011152116"
"North America","12/4/21","57895745","1175106","2.0296932011152116"
"North America","12/5/21","58704772","1184889","2.018386171400172"
"North America","12/6/21","58704772","1184889","2.018386171400172"
"North America","12/7/21","58704772","1184889","2.018386171400172"
"North America","12/8/21","58704772","1184889","2.018386171400172"
"North America","12/9/21","58704772","1184889","2.018386171400172"
"North America","12/10/21","58704772","1184889","2.018386171400172"
"North America","12/11/21","58704772","1184889","2.018386171400172"
"North America","12/12/21","59600873","1194878","2.004799493457084"
"North America","12/13/21","59600873","1194878","2.004799493457084"
"North America","12/14/21","59600873","1194878","2.004799493457084"
"North America","12/15/21","59600873","1194878","2.004799493457084"
"North America","12/16/21","59600873","1194878","2.004799493457084"
"North America","12/17/21","59600873","1194878","2.004799493457084"
"North America","12/18/21","59600873","1194878","2.004799493457084"
"North America","12/19/21","60585429","1205297","1.98941729041813"
"North America","12/20/21","60585429","1205297","1.98941729041813"
"North America","12/21/21","60585429","1205297","1.98941729041813"
"North America","12/22/21","60585429","1205297","1.98941729041813"
"North America","12/23/21","60585429","1205297","1.98941729041813"
"North America","12/24/21","60585429","1205297","1.98941729041813"
"North America","12/25/21","60585429","1205297","1.98941729041813"
"North America","12/28/21","62181282","1217531","1.9580345738127434"
"North America","12/26/21","62181282","1217531","1.9580345738127434"
"North America","12/27/21","62181282","1217531","1.9580345738127434"
"North America","12/29/21","62181282","1217531","1.9580345738127434"
"North America","12/30/21","62181282","1217531","1.9580345738127434"
"North America","12/31/21","62181282","1217531","1.9580345738127434"
"North America","1/1/22","62181282","1217531","1.9580345738127434"
"North America","1/2/22","65298029","1227934","1.8805069904943073"
"North America","1/3/22","65298029","1227934","1.8805069904943073"
"North America","1/4/22","65298029","1227934","1.8805069904943073"
"North America","1/5/22","65298029","1227934","1.8805069904943073"
"North America","1/6/22","65298029","1227934","1.8805069904943073"
"North America","1/7/22","65298029","1227934","1.8805069904943073"
"North America","1/8/22","65298029","1227934","1.8805069904943073"
"North America","1/9/22","70668790","1241297","1.7564995806493928"
"North America","1/10/22","70668790","1241297","1.7564995806493928"
"North America","1/11/22","70668790","1241297","1.7564995806493928"
"North America","1/12/22","70668790","1241297","1.7564995806493928"
"North America","1/13/22","70668790","1241297","1.7564995806493928"
"North America","1/14/22","70668790","1241297","1.7564995806493928"
"North America","1/15/22","70668790","1241297","1.7564995806493928"
"North America","3/29/20","135809","2235","1.6456935843721698"
"North America","4/4/20","135809","2235","1.6456935843721698"
"North America","4/3/20","135809","2235","1.6456935843721698"
"North America","4/2/20","135809","2235","1.6456935843721698"
"North America","4/1/20","135809","2235","1.6456935843721698"
"North America","3/31/20","135809","2235","1.6456935843721698"
"North America","3/30/20","135809","2235","1.6456935843721698"
"North America","1/16/22","77250331","1258212","1.6287464192224625"
"North America","1/17/22","77250331","1258212","1.6287464192224625"
"North America","1/18/22","77250331","1258212","1.6287464192224625"
"North America","1/19/22","77250331","1258212","1.6287464192224625"
"North America","1/20/22","77250331","1258212","1.6287464192224625"
"North America","1/21/22","77250331","1258212","1.6287464192224625"
"North America","1/22/22","77250331","1258212","1.6287464192224625"
"North America","3/19/20","4431","72","1.6249153689911984"
"North America","3/20/20","4431","72","1.6249153689911984"
"North America","3/21/20","4431","72","1.6249153689911984"
"North America","3/15/20","4431","72","1.6249153689911984"
"North America","3/16/20","4431","72","1.6249153689911984"
"North America","3/17/20","4431","72","1.6249153689911984"
"North America","3/18/20","4431","72","1.6249153689911984"
"North America","1/23/22","83162995","1278665","1.5375408257001808"
"North America","1/24/22","83162995","1278665","1.5375408257001808"
"North America","1/25/22","83162995","1278665","1.5375408257001808"
"North America","1/26/22","83162995","1278665","1.5375408257001808"
"North America","1/27/22","83162995","1278665","1.5375408257001808"
"North America","1/28/22","83162995","1278665","1.5375408257001808"
"North America","1/29/22","83162995","1278665","1.5375408257001808"
"North America","4/9/22","94940221","1420397","1.496096159287432"
"North America","4/8/22","94940221","1420397","1.496096159287432"
"North America","4/7/22","94940221","1420397","1.496096159287432"
"North America","4/6/22","94940221","1420397","1.496096159287432"
"North America","4/5/22","94940221","1420397","1.496096159287432"
"North America","4/4/22","94940221","1420397","1.496096159287432"
"North America","4/3/22","94940221","1420397","1.496096159287432"
"North America","3/27/22","94648529","1415581","1.4956185954036327"
"North America","4/2/22","94648529","1415581","1.4956185954036327"
"North America","4/1/22","94648529","1415581","1.4956185954036327"
"North America","3/31/22","94648529","1415581","1.4956185954036327"
"North America","3/30/22","94648529","1415581","1.4956185954036327"
"North America","3/29/22","94648529","1415581","1.4956185954036327"
"North America","3/28/22","94648529","1415581","1.4956185954036327"
"North America","4/10/22","95248602","1424463","1.4955211626098197"
